stageId,data.type,data.constants,data.answers
tJAz7f6GvJJzJGbzY,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance three"",""list_name"":""Dessert List"",""list"":[{""name"":""Tiramisu""},{""name"":""Macaron""},{""name"":""Donut""},{""name"":""Sorbet""},{""name"":""Frozen yogurt""},{""name"":""Pudding""},{""name"":""Cookie""},{""name"":""Brownie""},{""name"":""Cheesecake""},{""name"":""Candy apple""},{""name"":""Soufflé""},{""name"":""Churro""}],""calculateScore"":true}","{""name"":""w6hLdWrwSfaDAR3q8"",""word"":""dessert vs. breakfast""}"
FmxZayJTPb9wbYeRM,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance two"",""list_name"":""Vegetable List"",""list"":[{""name"":""Carrot""},{""name"":""Celery""},{""name"":""Potato""},{""name"":""Lettuce""},{""name"":""Cauliflower""},{""name"":""Cucumber""},{""name"":""Corn""},{""name"":""Broccoli""},{""name"":""Avocado""},{""name"":""Onion""},{""name"":""Peas""},{""name"":""Mushroom""}],""calculateScore"":true}","{""name"":""w6hLdWrwSfaDAR3q8"",""word"":""small vs. large""}"
uyXWeZoGowChPuEhM,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance one"",""list_name"":""Fruit List"",""list"":[{""name"":""Apple""},{""name"":""Orange""},{""name"":""Pear""},{""name"":""Mango""},{""name"":""Pineapple""},{""name"":""Peach""},{""name"":""Plum""},{""name"":""Lemon""},{""name"":""Grapes""},{""name"":""Watermelon""},{""name"":""Guava""},{""name"":""Cantaloupe""}],""calculateScore"":true}","{""name"":""w6hLdWrwSfaDAR3q8"",""word"":""melon vs. fruit""}"
n6xzNdPnXP2AxDec5,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance zero"",""list_name"":""Berry List"",""list"":[{""name"":""Strawberry""},{""name"":""Blueberry""},{""name"":""Raspberry""},{""name"":""Blackberry""},{""name"":""Cranberry""}],""calculateScore"":false}","{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""straw vs. blue""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""red vs. blue""},{""name"":""LrajYKFueirizpTsE"",""word"":""Strawberry vs. Blackberry""},{""name"":""LrajYKFueirizpTsE"",""word"":""red vs. black""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""black vs. cran""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""blue vs. rasp""},{""name"":""LrajYKFueirizpTsE"",""word"":""blue vs. black""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""red vs. blue""},{""name"":""LrajYKFueirizpTsE"",""word"":""seeded vs. unseeded""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""black vs. blue""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""sour vs. sweet""}"
wabEv6XxKLDeZLee7,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance three"",""list_name"":""Dessert List"",""list"":[{""name"":""Tiramisu""},{""name"":""Macaron""},{""name"":""Donut""},{""name"":""Sorbet""},{""name"":""Frozen yogurt""},{""name"":""Pudding""},{""name"":""Cookie""},{""name"":""Brownie""},{""name"":""Cheesecake""},{""name"":""Candy apple""},{""name"":""Soufflé""},{""name"":""Churro""}],""calculateScore"":true}","{""name"":""bj84tnbYG2uANc4ui"",""word"":""frozen vs. Fresh""},{""name"":""LrajYKFueirizpTsE"",""word"":""candy vs. cake""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""dessert vs. food""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""cake vs. brownie""},{""name"":""LrajYKFueirizpTsE"",""word"":""cookie vs. brownie""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""dessert vs. food""},{""name"":""bj84tnbYG2uANc4ui"",""word"":""Baked vs. Candied""},{""name"":""LrajYKFueirizpTsE"",""word"":""brown vs. black""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""bake vs. fried""},{""name"":""LrajYKFueirizpTsE"",""word"":""soft vs. firm""},{""name"":""bj84tnbYG2uANc4ui"",""word"":""Liquid vs. Solid""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""frozen vs. fresh""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""cake vs. candy""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""sweet vs. savory""},{""name"":""LrajYKFueirizpTsE"",""word"":""cold vs. warm""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""hard vs. chewy""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""cookie vs. cake""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""cold vs. warm""},{""name"":""LrajYKFueirizpTsE"",""word"":""crunchy vs. mushy""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""soft vs. hard""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""sweet vs. sour""}"
JaL9xr78xuqZuQrxR,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance two"",""list_name"":""Vegetable List"",""list"":[{""name"":""Carrot""},{""name"":""Celery""},{""name"":""Potato""},{""name"":""Lettuce""},{""name"":""Cauliflower""},{""name"":""Cucumber""},{""name"":""Corn""},{""name"":""Broccoli""},{""name"":""Avocado""},{""name"":""Onion""},{""name"":""Peas""},{""name"":""Mushroom""}],""calculateScore"":true}","{""name"":""LrajYKFueirizpTsE"",""word"":""vegtable vs. fungi""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""fruit vs. vegtable""},{""name"":""LrajYKFueirizpTsE"",""word"":""green vs. yellow""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""orange vs. green""},{""name"":""LrajYKFueirizpTsE"",""word"":""round vs. flat""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""root vs. stem""},{""name"":""bj84tnbYG2uANc4ui"",""word"":""Leafy vs. Root""},{""name"":""LrajYKFueirizpTsE"",""word"":""crunchy vs. soft""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""root vs. leafy""},{""name"":""LrajYKFueirizpTsE"",""word"":""leaf vs. root""},{""name"":""bj84tnbYG2uANc4ui"",""word"":""Pods vs. Fruit""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""rootcitrus vs. savory""},{""name"":""LrajYKFueirizpTsE"",""word"":""small vs. large""},{""name"":""bj84tnbYG2uANc4ui"",""word"":""Flower Vegetables vs. Leafy Vegetables""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""fungi vs. vegetable""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""starchy vs. leafy""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""small vs. large""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""frozen vs. fresh""}"
hW48ySKbFY8nbdpPJ,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance one"",""list_name"":""Fruit List"",""list"":[{""name"":""Apple""},{""name"":""Orange""},{""name"":""Pear""},{""name"":""Mango""},{""name"":""Pineapple""},{""name"":""Peach""},{""name"":""Plum""},{""name"":""Lemon""},{""name"":""Grapes""},{""name"":""Watermelon""},{""name"":""Guava""},{""name"":""Cantaloupe""}],""calculateScore"":true}","{""name"":""bj84tnbYG2uANc4ui"",""word"":""Seedless vs. Seeded""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""sour vs. sweet""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""sweet vs. sour""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""orange vs. red""},{""name"":""bj84tnbYG2uANc4ui"",""word"":""Citrus vs. Sweet""},{""name"":""LrajYKFueirizpTsE"",""word"":""green vs. yellow""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""frozen vs. fresh""},{""name"":""LrajYKFueirizpTsE"",""word"":""green vs. red""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""purple vs. yellow""},{""name"":""LrajYKFueirizpTsE"",""word"":""round vs. oblong""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""tropical vs. non tropical""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""tangy vs. sweet""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""crunchy vs. soft""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""small vs. large""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""seasonal vs. unseasonal""},{""name"":""ZZtHKwZDGCrmd3Ak2"",""word"":""seeds vs. seedless""},{""name"":""a6B9uvK4vQE9QZ8mB"",""word"":""bitesized vs. large""}"
hTmgYog3abJjusEmZ,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance zero"",""list_name"":""Berry List"",""list"":[{""name"":""Strawberry""},{""name"":""Blueberry""},{""name"":""Raspberry""},{""name"":""Blackberry""},{""name"":""Cranberry""}],""calculateScore"":false}","{""name"":""aQY4pxNidAqcTfxur"",""word"":""red vs. blue""},{""name"":""aQY4pxNidAqcTfxur"",""word"":""summer vs. winter""},{""name"":""aQY4pxNidAqcTfxur"",""word"":""single vs. bunches""}"
us6NMAZPAWvCKrCvQ,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance two"",""list_name"":""Vegetable List"",""list"":[{""name"":""Carrot""},{""name"":""Celery""},{""name"":""Potato""},{""name"":""Lettuce""},{""name"":""Cauliflower""},{""name"":""Cucumber""},{""name"":""Corn""},{""name"":""Broccoli""},{""name"":""Avocado""},{""name"":""Onion""},{""name"":""Peas""},{""name"":""Mushroom""}],""calculateScore"":true}","{""name"":""aQY4pxNidAqcTfxur"",""word"":""small vs. large""},{""name"":""aQY4pxNidAqcTfxur"",""word"":""leafy vs. leafless""},{""name"":""aQY4pxNidAqcTfxur"",""word"":""soft vs. hard""},{""name"":""aQY4pxNidAqcTfxur"",""word"":""starch vs. non-starch""}"
dAw2c5bg8Q44urowi,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance three"",""list_name"":""Dessert List"",""list"":[{""name"":""Tiramisu""},{""name"":""Macaron""},{""name"":""Donut""},{""name"":""Sorbet""},{""name"":""Frozen yogurt""},{""name"":""Pudding""},{""name"":""Cookie""},{""name"":""Brownie""},{""name"":""Cheesecake""},{""name"":""Candy apple""},{""name"":""Soufflé""},{""name"":""Churro""}],""calculateScore"":true}","{""name"":""aQY4pxNidAqcTfxur"",""word"":""warm vs. cold""},{""name"":""aQY4pxNidAqcTfxur"",""word"":""scoopable vs. hand held""},{""name"":""aQY4pxNidAqcTfxur"",""word"":""chocolate vs. fruit""}"
vTK7yYKT96zxHEHwr,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance one"",""list_name"":""Fruit List"",""list"":[{""name"":""Apple""},{""name"":""Orange""},{""name"":""Pear""},{""name"":""Mango""},{""name"":""Pineapple""},{""name"":""Peach""},{""name"":""Plum""},{""name"":""Lemon""},{""name"":""Grapes""},{""name"":""Watermelon""},{""name"":""Guava""},{""name"":""Cantaloupe""}],""calculateScore"":true}","{""name"":""aQY4pxNidAqcTfxur"",""word"":""small vs. large""},{""name"":""aQY4pxNidAqcTfxur"",""word"":""citrus vs. non citrus""},{""name"":""aQY4pxNidAqcTfxur"",""word"":""seeds vs. pits""},{""name"":""aQY4pxNidAqcTfxur"",""word"":""bite into it vs. cut into it""}"
n4oSyCb3GmcWoJxvH,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance zero"",""list_name"":""Berry List"",""list"":[{""name"":""Strawberry""},{""name"":""Blueberry""},{""name"":""Raspberry""},{""name"":""Blackberry""},{""name"":""Cranberry""}],""calculateScore"":false}","{""name"":""QAw3uvx66vtFqjccq"",""word"":""red vs. blue""},{""name"":""mTrYogQXjbGjHtkus"",""word"":""fragola vs. rossa""},{""name"":""BpcNAyndZzzoDxNXb"",""word"":""Sweet vs. Tart""},{""name"":""mTrYogQXjbGjHtkus"",""word"":""mirtillo vs. blu""},{""name"":""mTrYogQXjbGjHtkus"",""word"":""mora vs. nero""}"
2tz5yAwY44pdL9qqt,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance two"",""list_name"":""Vegetable List"",""list"":[{""name"":""Carrot""},{""name"":""Celery""},{""name"":""Potato""},{""name"":""Lettuce""},{""name"":""Cauliflower""},{""name"":""Cucumber""},{""name"":""Corn""},{""name"":""Broccoli""},{""name"":""Avocado""},{""name"":""Onion""},{""name"":""Peas""},{""name"":""Mushroom""}],""calculateScore"":true}","{""name"":""mTrYogQXjbGjHtkus"",""word"":""carrot vs. orange""},{""name"":""BpcNAyndZzzoDxNXb"",""word"":""Other vs. Green""},{""name"":""mTrYogQXjbGjHtkus"",""word"":""broccoli vs. green""},{""name"":""BpcNAyndZzzoDxNXb"",""word"":""Soup vs. Sandwich""},{""name"":""mTrYogQXjbGjHtkus"",""word"":""onion vs. purple""},{""name"":""mTrYogQXjbGjHtkus"",""word"":""celery vs. green""},{""name"":""QAw3uvx66vtFqjccq"",""word"":""vegetables vs. grain""},{""name"":""BpcNAyndZzzoDxNXb"",""word"":""Pizza vs. Salad""},{""name"":""mTrYogQXjbGjHtkus"",""word"":""corn vs. yellow""}"
qnAWsSthDrwCw4Ce9,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance three"",""list_name"":""Dessert List"",""list"":[{""name"":""Tiramisu""},{""name"":""Macaron""},{""name"":""Donut""},{""name"":""Sorbet""},{""name"":""Frozen yogurt""},{""name"":""Pudding""},{""name"":""Cookie""},{""name"":""Brownie""},{""name"":""Cheesecake""},{""name"":""Candy apple""},{""name"":""Soufflé""},{""name"":""Churro""}],""calculateScore"":true}","{""name"":""BpcNAyndZzzoDxNXb"",""word"":""Chocolate  vs. Other""},{""name"":""BpcNAyndZzzoDxNXb"",""word"":""Plate vs. By hand""},{""name"":""mTrYogQXjbGjHtkus"",""word"":""brownie vs. soufflè""},{""name"":""QAw3uvx66vtFqjccq"",""word"":""cake  vs. non cake""},{""name"":""BpcNAyndZzzoDxNXb"",""word"":""Fruit vs. Processed""}"
cAoXHBo759RZkNQXc,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance one"",""list_name"":""Fruit List"",""list"":[{""name"":""Apple""},{""name"":""Orange""},{""name"":""Pear""},{""name"":""Mango""},{""name"":""Pineapple""},{""name"":""Peach""},{""name"":""Plum""},{""name"":""Lemon""},{""name"":""Grapes""},{""name"":""Watermelon""},{""name"":""Guava""},{""name"":""Cantaloupe""}],""calculateScore"":true}","{""name"":""BpcNAyndZzzoDxNXb"",""word"":""Sweet vs. Sour""},{""name"":""BpcNAyndZzzoDxNXb"",""word"":""Ground  vs. Tree""},{""name"":""BpcNAyndZzzoDxNXb"",""word"":""Big vs. Small""},{""name"":""BpcNAyndZzzoDxNXb"",""word"":""Melon vs. Other""},{""name"":""BpcNAyndZzzoDxNXb"",""word"":""Light vs. Dark""},{""name"":""QAw3uvx66vtFqjccq"",""word"":""round vs. oval""},{""name"":""BpcNAyndZzzoDxNXb"",""word"":""Yellow vs. Other""}"
t9HxM4vRbS5hbq9tZ,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance zero"",""list_name"":""Berry List"",""list"":[{""name"":""Strawberry""},{""name"":""Blueberry""},{""name"":""Raspberry""},{""name"":""Blackberry""},{""name"":""Cranberry""}],""calculateScore"":false}","{""name"":""zmeehpQqaKcEpwG3w"",""word"":""blue vs. red""},{""name"":""CL3SnsPrwsMaWyaj4"",""word"":""seeds vs. no seeds""},{""name"":""YpCYoaYRQf39FECn6"",""word"":""sweet vs. tart""},{""name"":""zmeehpQqaKcEpwG3w"",""word"":""smooth vs. rough""},{""name"":""g3vJYuxgPRY8aab8Y"",""word"":""Round vs. Not round""},{""name"":""zmeehpQqaKcEpwG3w"",""word"":""firm vs. soft""},{""name"":""YpCYoaYRQf39FECn6"",""word"":""round vs. not round""},{""name"":""g3vJYuxgPRY8aab8Y"",""word"":""Soft vs. Non-Soft""},{""name"":""m4TQghxz3GEseS7qs"",""word"":""New vs. Old""}"
uom8PLza6rc9EuFDG,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance two"",""list_name"":""Vegetable List"",""list"":[{""name"":""Carrot""},{""name"":""Celery""},{""name"":""Potato""},{""name"":""Lettuce""},{""name"":""Cauliflower""},{""name"":""Cucumber""},{""name"":""Corn""},{""name"":""Broccoli""},{""name"":""Avocado""},{""name"":""Onion""},{""name"":""Peas""},{""name"":""Mushroom""}],""calculateScore"":true}","{""name"":""m4TQghxz3GEseS7qs"",""word"":""Sweet vs. Bitter""},{""name"":""NjaqZz323KqqJk9Jd"",""word"":""Green vs. White""},{""name"":""CL3SnsPrwsMaWyaj4"",""word"":""bunch vs. single""},{""name"":""YpCYoaYRQf39FECn6"",""word"":""plain vs. flavorful""},{""name"":""zmeehpQqaKcEpwG3w"",""word"":""green vs. non green""},{""name"":""CL3SnsPrwsMaWyaj4"",""word"":""bunch vs. single""},{""name"":""zmeehpQqaKcEpwG3w"",""word"":""green vs. non green""},{""name"":""YpCYoaYRQf39FECn6"",""word"":""healthy vs. not healthy""},{""name"":""g3vJYuxgPRY8aab8Y"",""word"":""Ground growing veg vs. Non ground growing veg""},{""name"":""NjaqZz323KqqJk9Jd"",""word"":""leaf vs. no leaf""},{""name"":""zmeehpQqaKcEpwG3w"",""word"":""root vs. above ground""},{""name"":""NjaqZz323KqqJk9Jd"",""word"":""skin vs. no skin""},{""name"":""g3vJYuxgPRY8aab8Y"",""word"":""leafy vs. non-leafy""},{""name"":""m4TQghxz3GEseS7qs"",""word"":""Fresh vs. Dry""},{""name"":""NjaqZz323KqqJk9Jd"",""word"":""cook vs. don't cook""},{""name"":""g3vJYuxgPRY8aab8Y"",""word"":""leafy vs. non-leafy""},{""name"":""zmeehpQqaKcEpwG3w"",""word"":""vegetable vs. fruit""},{""name"":""YpCYoaYRQf39FECn6"",""word"":""farmed vs. nen farmed""},{""name"":""YpCYoaYRQf39FECn6"",""word"":""farmed vs. non farmed""},{""name"":""CL3SnsPrwsMaWyaj4"",""word"":""starchy vs. nonstarchy""},{""name"":""g3vJYuxgPRY8aab8Y"",""word"":""Easy to cook vs. Time taking to cook""},{""name"":""g3vJYuxgPRY8aab8Y"",""word"":""Fruit vs. Vegetable""},{""name"":""NjaqZz323KqqJk9Jd"",""word"":""boil vs. don't boil""}"
9LiJRB33JvPHoATvR,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance three"",""list_name"":""Dessert List"",""list"":[{""name"":""Tiramisu""},{""name"":""Macaron""},{""name"":""Donut""},{""name"":""Sorbet""},{""name"":""Frozen yogurt""},{""name"":""Pudding""},{""name"":""Cookie""},{""name"":""Brownie""},{""name"":""Cheesecake""},{""name"":""Candy apple""},{""name"":""Soufflé""},{""name"":""Churro""}],""calculateScore"":true}","{""name"":""NjaqZz323KqqJk9Jd"",""word"":""don't bake vs. bake""},{""name"":""zmeehpQqaKcEpwG3w"",""word"":""cold vs. room temp""},{""name"":""CL3SnsPrwsMaWyaj4"",""word"":""frozen vs. baked""},{""name"":""g3vJYuxgPRY8aab8Y"",""word"":""Bakery items vs. Non-bakery items""},{""name"":""YpCYoaYRQf39FECn6"",""word"":""crunchy vs. creamy""},{""name"":""g3vJYuxgPRY8aab8Y"",""word"":""Frozen vs. non-frozen""},{""name"":""YpCYoaYRQf39FECn6"",""word"":""hard vs. soft""},{""name"":""zmeehpQqaKcEpwG3w"",""word"":""eggs vs. no eggs""},{""name"":""NjaqZz323KqqJk9Jd"",""word"":""soft vs. crunchy""},{""name"":""g3vJYuxgPRY8aab8Y"",""word"":""milk products vs. non-milk products""},{""name"":""g3vJYuxgPRY8aab8Y"",""word"":""dessert vs. non-dessert""},{""name"":""YpCYoaYRQf39FECn6"",""word"":""sweet vs. rich""},{""name"":""g3vJYuxgPRY8aab8Y"",""word"":""Sweet vs. Non-Sweet""},{""name"":""NjaqZz323KqqJk9Jd"",""word"":""shareable vs. individual""},{""name"":""YpCYoaYRQf39FECn6"",""word"":""simple vs. conmplicated""},{""name"":""CL3SnsPrwsMaWyaj4"",""word"":""traditional vs. unique""}"
FJuipjACqkLmDvnew,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance one"",""list_name"":""Fruit List"",""list"":[{""name"":""Apple""},{""name"":""Orange""},{""name"":""Pear""},{""name"":""Mango""},{""name"":""Pineapple""},{""name"":""Peach""},{""name"":""Plum""},{""name"":""Lemon""},{""name"":""Grapes""},{""name"":""Watermelon""},{""name"":""Guava""},{""name"":""Cantaloupe""}],""calculateScore"":true}","{""name"":""NjaqZz323KqqJk9Jd"",""word"":""soft vs. hard""},{""name"":""m4TQghxz3GEseS7qs"",""word"":""Small vs. Large""},{""name"":""YpCYoaYRQf39FECn6"",""word"":""skinned vs. non skinned""},{""name"":""NjaqZz323KqqJk9Jd"",""word"":""tree vs. ground""},{""name"":""g3vJYuxgPRY8aab8Y"",""word"":""Round vs. non-round""},{""name"":""zmeehpQqaKcEpwG3w"",""word"":""pom vs. non pom""},{""name"":""NjaqZz323KqqJk9Jd"",""word"":""pit vs. no pit""},{""name"":""g3vJYuxgPRY8aab8Y"",""word"":""Sweet vs. Non-sweet""},{""name"":""m4TQghxz3GEseS7qs"",""word"":""Sour vs. Sweet""},{""name"":""NjaqZz323KqqJk9Jd"",""word"":""stem vs. no stem""},{""name"":""YpCYoaYRQf39FECn6"",""word"":""tree grown vs. vine grown""},{""name"":""zmeehpQqaKcEpwG3w"",""word"":""tree fruit vs. melon""},{""name"":""CL3SnsPrwsMaWyaj4"",""word"":""melon vs. non melon""},{""name"":""NjaqZz323KqqJk9Jd"",""word"":""seed vs.  no seed""},{""name"":""CL3SnsPrwsMaWyaj4"",""word"":""fruit grown domestically vs. non domestic fruit""}"
Fit6aMHZ8CJMetQmZ,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance zero"",""list_name"":""Berry List"",""list"":[{""name"":""Strawberry""},{""name"":""Blueberry""},{""name"":""Raspberry""},{""name"":""Blackberry""},{""name"":""Cranberry""}],""calculateScore"":false}","{""name"":""cFfEt6GfGZbQi7ehL"",""word"":""red  vs. blue""},{""name"":""cFfEt6GfGZbQi7ehL"",""word"":""circular vs. multiple nodules""}"
A4cK5bXE9AwDpX38X,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance two"",""list_name"":""Vegetable List"",""list"":[{""name"":""Carrot""},{""name"":""Celery""},{""name"":""Potato""},{""name"":""Lettuce""},{""name"":""Cauliflower""},{""name"":""Cucumber""},{""name"":""Corn""},{""name"":""Broccoli""},{""name"":""Avocado""},{""name"":""Onion""},{""name"":""Peas""},{""name"":""Mushroom""}],""calculateScore"":true}","{""name"":""cFfEt6GfGZbQi7ehL"",""word"":""root vegetable vs. above ground vegetable""},{""name"":""cFfEt6GfGZbQi7ehL"",""word"":""vegetables that start with c vs. vegetables that start with every other letter""},{""name"":""cFfEt6GfGZbQi7ehL"",""word"":""vegetable with seeds vs. vegetables without seeds""}"
boJ7tASwph3ug9jE3,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance three"",""list_name"":""Dessert List"",""list"":[{""name"":""Tiramisu""},{""name"":""Macaron""},{""name"":""Donut""},{""name"":""Sorbet""},{""name"":""Frozen yogurt""},{""name"":""Pudding""},{""name"":""Cookie""},{""name"":""Brownie""},{""name"":""Cheesecake""},{""name"":""Candy apple""},{""name"":""Soufflé""},{""name"":""Churro""}],""calculateScore"":true}","{""name"":""cFfEt6GfGZbQi7ehL"",""word"":""cold desserts vs. warm desserts""},{""name"":""cFfEt6GfGZbQi7ehL"",""word"":""chocolate based vs. non-chocolate based""},{""name"":""cFfEt6GfGZbQi7ehL"",""word"":""circular vs. non-circular""},{""name"":""cFfEt6GfGZbQi7ehL"",""word"":""fancy vs. non-fancy""}"
